transaction_id,product_id,product_name,category,quantity,unit_price,discount_amount,subtotal
TXN-be693a7f,142,Crimson Furniture,Home & Garden,2,1431.04,572.42,2289.66
TXN-be693a7f,55,DarkOrchid Kids Dress,Clothing,1,45.81,2.29,43.52
TXN-8e314a72,62,Khaki Lighting,Home & Garden,3,566.15,0.0,1698.45
TXN-8e314a72,176,Apparel Champion,Sports,2,194.64,58.39,330.89
TXN-8e314a72,88,ForestGreen Shoes Pants,Clothing,3,132.43,59.59,337.7
TXN-dbba0343,152,Luxury Haircare,Beauty,5,57.43,43.07,244.08
TXN-dbba0343,40,Outdoor Champion,Sports,2,311.6,0.0,623.2
TXN-dbba0343,115,Pope-Hobbs Pantry Mix,Food & Beverage,4,60.83,12.17,231.15
TXN-db864fb7,105,Equipment Champion,Sports,2,391.23,117.37,665.09
TXN-db864fb7,36,Allen-Hopkins Pantry Mix,Food & Beverage,3,35.12,21.07,84.29
TXN-db864fb7,21,Modern Outdoor Piece,Home & Garden,1,389.71,0.0,389.71
TXN-db864fb7,89,Optional client-server data-warehouse,Books,1,15.45,3.09,12.36
TXN-db864fb7,143,Premium Tablets Pro,Electronics,3,1587.61,238.14,4524.69
TXN-db864fb7,78,Polarized uniform solution,Books,3,36.94,0.0,110.82
TXN-db864fb7,40,Outdoor Champion,Sports,2,311.6,62.32,560.88
TXN-db864fb7,102,Modern Decor Set,Home & Garden,3,1483.45,0.0,4450.35
TXN-db864fb7,191,Bell PLC Tools Essentials,Beauty,4,175.9,35.18,668.42
TXN-50a60362,48,Team Sports Champion,Sports,5,275.88,137.94,1241.46
TXN-50a60362,42,Organic Beverages,Food & Beverage,3,68.26,30.72,174.06
TXN-50a60362,17,Pro Fitness Gear,Sports,5,131.47,32.87,624.48
TXN-50a60362,13,Organic Beverages,Food & Beverage,5,52.25,13.06,248.19
TXN-eac8830c,185,Designer Shoes Collection,Clothing,4,148.39,0.0,593.56
TXN-eac8830c,174,Nguyen and Sons Makeup Collection,Beauty,1,16.0,3.2,12.8
TXN-eac8830c,39,Riddle Ltd Tablets,Electronics,1,1038.89,0.0,1038.89
TXN-eac8830c,13,Organic Beverages,Food & Beverage,2,52.25,20.9,83.6
TXN-eac8830c,114,Luxury Skincare,Beauty,4,27.43,10.97,98.75
TXN-eac8830c,148,Crimson Furniture,Home & Garden,1,138.5,6.93,131.57
TXN-eac8830c,142,Crimson Furniture,Home & Garden,4,1431.04,572.42,5151.74
TXN-eac8830c,32,Modern Kitchen Piece,Home & Garden,4,1350.49,540.2,4861.76
TXN-eac8830c,191,Bell PLC Tools Essentials,Beauty,3,175.9,52.77,474.93
TXN-03fc0f88,29,The Minute Visit,Books,3,37.29,22.37,89.5
TXN-03fc0f88,194,Farley-Ford Laptops,Electronics,3,1177.71,0.0,3533.13
TXN-03fc0f88,69,Designer Women Line,Clothing,3,90.42,13.56,257.7
TXN-03fc0f88,15,Lawson LLC Snacks Mix,Food & Beverage,2,97.86,9.79,185.93
TXN-03fc0f88,45,Luxury Tools,Beauty,1,197.7,29.65,168.05
TXN-03fc0f88,115,Pope-Hobbs Pantry Mix,Food & Beverage,3,60.83,18.25,164.24
TXN-03fc0f88,199,Luxury Skincare,Beauty,2,56.5,11.3,101.7
TXN-03fc0f88,174,Nguyen and Sons Makeup Collection,Beauty,1,16.0,3.2,12.8
TXN-03fc0f88,75,"Mahoney, Hill and Maxwell Beverages Mix",Food & Beverage,3,34.99,20.99,83.98
TXN-c2841750,24,Smartphones Plus,Electronics,2,1189.15,237.83,2140.47
TXN-c2841750,95,Team Sports Champion,Sports,5,375.81,0.0,1879.05
TXN-c2841750,137,Johnson Group Laptops,Electronics,5,1642.57,0.0,8212.85
TXN-c2841750,189,Gainsboro Accessrories Shirt,Clothing,4,210.53,0.0,842.12
TXN-c2841750,129,Anderson and Sons Haircare Kit,Beauty,1,22.52,0.0,22.52
TXN-c2841750,104,Modern Decor Piece,Home & Garden,3,891.5,0.0,2674.5
TXN-f6b0fd07,129,Anderson and Sons Haircare Kit,Beauty,1,22.52,3.38,19.14
TXN-f6b0fd07,85,LightCoral Kitchen,Home & Garden,4,942.42,753.94,3015.74
TXN-5a59a60a,152,Luxury Haircare,Beauty,2,57.43,17.23,97.63
TXN-5a59a60a,33,The During Author,Books,4,48.82,19.53,175.75
TXN-5a59a60a,160,PaleTurquoise Lighting,Home & Garden,2,809.55,0.0,1619.1
TXN-390756b1,9,Equipment Champion,Sports,5,443.49,443.49,1773.96
TXN-390756b1,160,PaleTurquoise Lighting,Home & Garden,2,809.55,242.86,1376.24
TXN-390756b1,110,Accessories Plus,Electronics,3,238.3,35.75,679.15
TXN-390756b1,175,Designer Accessrories Line,Clothing,3,158.02,23.7,450.36
TXN-f0fae1a6,176,Apparel Champion,Sports,3,194.64,0.0,583.92
TXN-f0fae1a6,172,The Painting Material,Books,5,27.04,13.52,121.68
TXN-540953b6,129,Anderson and Sons Haircare Kit,Beauty,2,22.52,0.0,45.04
TXN-57175329,182,The Hot Prepare,Books,3,23.31,10.49,59.44
TXN-57175329,28,Organic Pantry,Food & Beverage,4,3.76,0.0,15.04
TXN-57175329,190,FireBrick Accessrories Dress,Clothing,5,58.66,0.0,293.3
TXN-57175329,63,LightGoldenRodYellow Decor,Home & Garden,5,198.57,99.28,893.57
TXN-fe10df19,167,"Smith, Hood and Charles Smartphones",Electronics,2,598.64,0.0,1197.28
TXN-fe10df19,186,Tablets Plus,Electronics,1,1592.0,238.8,1353.2
TXN-fe10df19,49,LavenderBlush Kitchen,Home & Garden,4,1135.14,0.0,4540.56
TXN-fe10df19,73,Smartphones X,Electronics,4,496.4,99.28,1886.32
TXN-fe10df19,65,Designer Kids Line,Clothing,4,27.97,22.38,89.5
TXN-fe10df19,68,Pro Equipment Gear,Sports,1,455.17,68.28,386.89
TXN-fe10df19,76,Premium Accessories Pro,Electronics,1,1736.58,0.0,1736.58
TXN-dbd897de,66,Pro Team Sports Equipment,Sports,2,100.34,0.0,200.68
TXN-dbd897de,100,LavenderBlush Furniture,Home & Garden,2,1041.62,208.32,1874.92
TXN-8c93ce00,168,Luxury Haircare,Beauty,2,155.13,62.05,248.21
TXN-8c93ce00,56,"Moon, Farmer and Hill Organic Mix",Food & Beverage,1,85.48,4.27,81.21
TXN-8c93ce00,120,Roberts Group Fragrances Collection,Beauty,5,65.01,0.0,325.05
TXN-8c93ce00,50,Modern Outdoor Piece,Home & Garden,1,1091.79,163.77,928.02
TXN-8c93ce00,186,Tablets Plus,Electronics,5,1592.0,1592.0,6368.0
TXN-8c93ce00,42,Organic Beverages,Food & Beverage,1,68.26,0.0,68.26
TXN-8c93ce00,172,The Painting Material,Books,2,27.04,0.0,54.08
TXN-8c93ce00,77,Pro Equipment Equipment,Sports,4,382.4,76.48,1453.12
TXN-bb7da977,43,"Hodges, Sanchez and Smith Tools Kit",Beauty,2,46.94,4.69,89.19
TXN-9029f03a,180,Forbes-Moyer Fragrances Kit,Beauty,3,50.66,7.6,144.38
TXN-9029f03a,22,Moody-Taylor Beverages Mix,Food & Beverage,5,19.13,14.35,81.3
TXN-9029f03a,67,Organic Pantry,Food & Beverage,4,95.07,0.0,380.28
TXN-9029f03a,75,"Mahoney, Hill and Maxwell Beverages Mix",Food & Beverage,2,34.99,0.0,69.98
TXN-9029f03a,73,Smartphones X,Electronics,2,496.4,0.0,992.8
TXN-9029f03a,161,Multi-channeled attitude-oriented synergy,Books,5,42.14,31.6,179.1
TXN-9029f03a,52,Pro Team Sports Kit,Sports,5,378.48,0.0,1892.4
TXN-9029f03a,163,Designer Accessrories Style,Clothing,3,133.45,0.0,400.35
TXN-8c42eef9,22,Moody-Taylor Beverages Mix,Food & Beverage,2,19.13,0.0,38.26
TXN-8c42eef9,125,Advanced analyzing flexibility,Books,5,20.84,0.0,104.2
TXN-8c42eef9,124,The Ahead Save,Books,2,19.54,0.0,39.08
TXN-8c42eef9,172,The Painting Material,Books,5,27.04,0.0,135.2
TXN-8c42eef9,151,The Material Worker,Books,2,32.23,3.22,61.24
TXN-8c42eef9,86,Cameras Max,Electronics,1,183.42,18.34,165.08
TXN-8c42eef9,49,LavenderBlush Kitchen,Home & Garden,2,1135.14,227.03,2043.25
TXN-8c42eef9,11,Pro Apparel Kit,Sports,5,41.13,0.0,205.65
TXN-8c42eef9,101,Modern Decor Set,Home & Garden,5,1452.95,0.0,7264.75
TXN-1beeb65d,89,Optional client-server data-warehouse,Books,3,15.45,0.0,46.35
TXN-1beeb65d,146,Gibbs-Howard Snacks Mix,Food & Beverage,3,86.98,0.0,260.94
TXN-1beeb65d,13,Organic Beverages,Food & Beverage,3,52.25,7.84,148.91
TXN-1beeb65d,132,DarkOrchid Kids Pants,Clothing,2,285.09,85.53,484.65
TXN-1beeb65d,78,Polarized uniform solution,Books,3,36.94,5.54,105.28
TXN-1beeb65d,42,Organic Beverages,Food & Beverage,3,68.26,40.96,163.82
TXN-931c1c14,164,MediumSlateBlue Kids Dress,Clothing,1,161.77,0.0,161.77
TXN-931c1c14,130,The Term Class,Books,5,46.25,0.0,231.25
TXN-931c1c14,15,Lawson LLC Snacks Mix,Food & Beverage,5,97.86,0.0,489.3
TXN-931c1c14,97,Reyes Ltd Organic Mix,Food & Beverage,2,13.51,0.0,27.02
TXN-931c1c14,82,PowderBlue Decor,Home & Garden,1,1471.55,0.0,1471.55
TXN-931c1c14,7,Jordan PLC Skincare Kit,Beauty,3,125.73,0.0,377.19
TXN-931c1c14,149,Tablets X,Electronics,2,1248.96,124.9,2373.02
TXN-931c1c14,134,Modern Decor Set,Home & Garden,5,1454.99,1091.24,6183.71
TXN-931c1c14,36,Allen-Hopkins Pantry Mix,Food & Beverage,3,35.12,10.54,94.82
TXN-931c1c14,52,Pro Team Sports Kit,Sports,5,378.48,0.0,1892.4
TXN-29d081b1,198,Hayes-Thomas Skincare Kit,Beauty,2,16.12,0.0,32.24
TXN-29d081b1,53,Modern Decor Set,Home & Garden,1,982.21,0.0,982.21
TXN-da479119,125,Advanced analyzing flexibility,Books,3,20.84,0.0,62.52
TXN-da479119,129,Anderson and Sons Haircare Kit,Beauty,3,22.52,6.76,60.8
TXN-da479119,113,Luxury Haircare,Beauty,4,15.5,0.0,62.0
TXN-da479119,79,White Accessrories Dress,Clothing,1,280.81,0.0,280.81
TXN-c7ed6be5,27,Designer Shoes Style,Clothing,3,90.58,54.35,217.39
TXN-cffb164d,105,Equipment Champion,Sports,5,391.23,293.42,1662.73
TXN-cffb164d,199,Luxury Skincare,Beauty,4,56.5,22.6,203.4
TXN-cffb164d,84,Turner-Reese Gourmet Mix,Food & Beverage,1,12.67,0.0,12.67
TXN-cffb164d,26,DarkTurquoise Kids Dress,Clothing,1,83.03,12.45,70.58
TXN-cffb164d,6,Brennan-Garrison Snacks Mix,Food & Beverage,2,39.87,7.97,71.77
TXN-cffb164d,41,Outdoor Champion,Sports,1,260.48,52.1,208.38
TXN-cffb164d,197,Organic Snacks,Food & Beverage,3,97.91,29.37,264.36
TXN-cffb164d,67,Organic Pantry,Food & Beverage,5,95.07,0.0,475.35
TXN-77ff7885,82,PowderBlue Decor,Home & Garden,3,1471.55,0.0,4414.65
TXN-cf0911a8,97,Reyes Ltd Organic Mix,Food & Beverage,4,13.51,5.4,48.64
TXN-cf0911a8,110,Accessories Plus,Electronics,2,238.3,0.0,476.6
TXN-cf0911a8,73,Smartphones X,Electronics,2,496.4,198.56,794.24
TXN-cf0911a8,127,Proactive explicit strategy,Books,2,48.1,4.81,91.39
TXN-cf0911a8,37,"Simmons, Murray and Salinas Organic Mix",Food & Beverage,1,45.33,0.0,45.33
TXN-cf0911a8,113,Luxury Haircare,Beauty,3,15.5,9.3,37.2
TXN-cf0911a8,119,Weeks and Sons Organic Mix,Food & Beverage,4,9.99,7.99,31.97
TXN-cf0911a8,199,Luxury Skincare,Beauty,2,56.5,0.0,113.0
TXN-cf0911a8,143,Premium Tablets Pro,Electronics,2,1587.61,635.04,2540.18
TXN-a6165ad0,67,Organic Pantry,Food & Beverage,2,95.07,0.0,190.14
TXN-a6165ad0,137,Johnson Group Laptops,Electronics,4,1642.57,0.0,6570.28
TXN-a6165ad0,17,Pro Fitness Gear,Sports,3,131.47,78.88,315.53
TXN-a6165ad0,90,Modern Lighting Set,Home & Garden,2,462.75,0.0,925.5
TXN-a6165ad0,33,The During Author,Books,1,48.82,7.32,41.5
TXN-a6165ad0,9,Equipment Champion,Sports,2,443.49,44.35,842.63
TXN-a6165ad0,200,Pearson Group Tools Kit,Beauty,3,70.59,0.0,211.77
TXN-a6165ad0,19,Organic Gourmet,Food & Beverage,1,81.33,16.27,65.06
TXN-8d1ba0c8,81,PaleGreen Lighting,Home & Garden,3,878.29,0.0,2634.87
TXN-8d1ba0c8,142,Crimson Furniture,Home & Garden,1,1431.04,0.0,1431.04
TXN-8d1ba0c8,56,"Moon, Farmer and Hill Organic Mix",Food & Beverage,2,85.48,17.1,153.86
TXN-8d1ba0c8,193,Outdoor Champion,Sports,3,261.49,0.0,784.47
TXN-8d1ba0c8,2,Premium Smartphones Pro,Electronics,1,232.71,23.27,209.44
TXN-8d1ba0c8,171,The Hit Apply,Books,4,19.76,0.0,79.04
TXN-8d1ba0c8,122,Ellis Inc Cameras,Electronics,3,1284.79,192.72,3661.65
TXN-8d1ba0c8,141,Monitored maximized Local Area Network,Books,5,37.33,18.66,167.99
TXN-8d1ba0c8,153,Hill-Holden Fragrances Collection,Beauty,1,50.77,2.54,48.23
TXN-a675334b,2,Premium Smartphones Pro,Electronics,1,232.71,23.27,209.44
TXN-a675334b,190,FireBrick Accessrories Dress,Clothing,5,58.66,43.99,249.31
TXN-a675334b,132,DarkOrchid Kids Pants,Clothing,2,285.09,0.0,570.18
TXN-a675334b,162,Adams-Lewis Tools Collection,Beauty,4,65.04,0.0,260.16
TXN-a675334b,73,Smartphones X,Electronics,3,496.4,148.92,1340.28
TXN-a675334b,80,Digitized tertiary website,Books,3,38.58,17.36,98.38
TXN-a675334b,117,Gold Furniture,Home & Garden,1,346.37,51.96,294.41
TXN-51009cd8,193,Outdoor Champion,Sports,4,261.49,156.89,889.07
TXN-51009cd8,188,Modern Kitchen Set,Home & Garden,3,882.04,264.61,2381.51
TXN-51009cd8,141,Monitored maximized Local Area Network,Books,2,37.33,0.0,74.66
TXN-51009cd8,17,Pro Fitness Gear,Sports,4,131.47,78.88,447.0
TXN-51009cd8,117,Gold Furniture,Home & Garden,4,346.37,207.82,1177.66
TXN-51009cd8,73,Smartphones X,Electronics,2,496.4,99.28,893.52
TXN-4fe7bfba,80,Digitized tertiary website,Books,3,38.58,0.0,115.74
TXN-bc44a787,109,Barber-Benitez Skincare Essentials,Beauty,4,69.38,13.88,263.64
TXN-bc44a787,187,Fitness Champion,Sports,4,100.54,60.32,341.84
TXN-bc44a787,174,Nguyen and Sons Makeup Collection,Beauty,2,16.0,3.2,28.8
TXN-bc44a787,14,Pro Fitness Kit,Sports,4,64.82,51.86,207.42
TXN-bc44a787,177,Designer Women Line,Clothing,2,94.52,28.36,160.68
TXN-bc44a787,188,Modern Kitchen Set,Home & Garden,1,882.04,0.0,882.04
TXN-e5a8b593,114,Luxury Skincare,Beauty,2,27.43,8.23,46.63
TXN-e5a8b593,103,LightGray Shoes Pants,Clothing,3,15.81,0.0,47.43
TXN-8de65695,102,Modern Decor Set,Home & Garden,5,1483.45,1483.45,5933.8
TXN-8de65695,91,Persevering background artificial intelligence,Books,1,30.87,1.54,29.33
TXN-8de65695,107,Designer Men Line,Clothing,4,50.96,30.58,173.26
TXN-8de65695,6,Brennan-Garrison Snacks Mix,Food & Beverage,5,39.87,0.0,199.35
TXN-8de65695,51,Outdoor Champion,Sports,4,434.76,86.95,1652.09
TXN-8de65695,80,Digitized tertiary website,Books,4,38.58,0.0,154.32
TXN-8de65695,2,Premium Smartphones Pro,Electronics,2,232.71,69.81,395.61
TXN-8de65695,151,The Material Worker,Books,1,32.23,6.45,25.78
TXN-38cb2990,71,The Writer Voice,Books,4,34.14,0.0,136.56
TXN-38cb2990,111,Modern Outdoor Set,Home & Garden,5,1304.78,0.0,6523.9
TXN-38cb2990,67,Organic Pantry,Food & Beverage,1,95.07,4.75,90.32
TXN-38cb2990,128,Pro Apparel Equipment,Sports,2,266.15,106.46,425.84
TXN-38cb2990,96,Miller Group Pantry Mix,Food & Beverage,4,38.48,23.09,130.83
TXN-38cb2990,132,DarkOrchid Kids Pants,Clothing,5,285.09,142.54,1282.91
TXN-38cb2990,183,"Garza, Black and Huerta Snacks Mix",Food & Beverage,5,66.27,0.0,331.35
TXN-38cb2990,66,Pro Team Sports Equipment,Sports,4,100.34,40.14,361.22
TXN-38cb2990,134,Modern Decor Set,Home & Garden,5,1454.99,363.75,6911.2
TXN-92b7f185,111,Modern Outdoor Set,Home & Garden,4,1304.78,0.0,5219.12
TXN-92b7f185,133,Cooper Inc Pantry Mix,Food & Beverage,2,15.71,6.28,25.14
TXN-92b7f185,162,Adams-Lewis Tools Collection,Beauty,3,65.04,39.02,156.1
TXN-92b7f185,77,Pro Equipment Equipment,Sports,5,382.4,95.6,1816.4
TXN-92b7f185,8,Mccarthy Inc Snacks Mix,Food & Beverage,2,25.22,0.0,50.44
TXN-92b7f185,4,Fitness Champion,Sports,4,185.9,0.0,743.6
TXN-92b7f185,73,Smartphones X,Electronics,3,496.4,0.0,1489.2
TXN-92b7f185,157,Luxury Fragrances,Beauty,3,109.88,0.0,329.64
TXN-0cf9340f,198,Hayes-Thomas Skincare Kit,Beauty,2,16.12,1.61,30.63
TXN-0cf9340f,173,Potter LLC Snacks Mix,Food & Beverage,2,60.9,18.27,103.53
TXN-0cf9340f,60,SandyBrown Kitchen,Home & Garden,2,523.7,0.0,1047.4
TXN-61ed5885,156,Fitness Champion,Sports,1,186.84,0.0,186.84
TXN-61ed5885,182,The Hot Prepare,Books,4,23.31,4.66,88.58
TXN-61ed5885,9,Equipment Champion,Sports,5,443.49,332.62,1884.83
TXN-61ed5885,64,Organic Pantry,Food & Beverage,1,60.89,12.18,48.71
TXN-61ed5885,143,Premium Tablets Pro,Electronics,5,1587.61,396.9,7541.15
TXN-61ed5885,39,Riddle Ltd Tablets,Electronics,4,1038.89,0.0,4155.56
TXN-61ed5885,60,SandyBrown Kitchen,Home & Garden,3,523.7,0.0,1571.1
TXN-37697781,140,Modern Decor Set,Home & Garden,5,465.7,349.27,1979.23
TXN-37697781,44,Organic Snacks,Food & Beverage,5,78.51,78.51,314.04
TXN-37697781,109,Barber-Benitez Skincare Essentials,Beauty,5,69.38,0.0,346.9
TXN-37697781,94,Black Kitchen,Home & Garden,4,1126.27,0.0,4505.08
TXN-37697781,149,Tablets X,Electronics,3,1248.96,187.34,3559.54
TXN-37697781,1,Johnson-Davis Skincare Kit,Beauty,4,14.75,0.0,59.0
TXN-37697781,163,Designer Accessrories Style,Clothing,4,133.45,0.0,533.8
TXN-af2148f5,1,Johnson-Davis Skincare Kit,Beauty,4,14.75,0.0,59.0
TXN-af2148f5,115,Pope-Hobbs Pantry Mix,Food & Beverage,5,60.83,30.41,273.74
TXN-af2148f5,38,Jackson-Ellis Pantry Mix,Food & Beverage,1,69.63,3.48,66.15
TXN-e578e9c3,153,Hill-Holden Fragrances Collection,Beauty,2,50.77,20.31,81.23
TXN-e578e9c3,81,PaleGreen Lighting,Home & Garden,4,878.29,0.0,3513.16
TXN-e578e9c3,116,Equipment Champion,Sports,1,307.47,0.0,307.47
TXN-e578e9c3,41,Outdoor Champion,Sports,4,260.48,0.0,1041.92
TXN-e578e9c3,48,Team Sports Champion,Sports,2,275.88,27.59,524.17
TXN-e578e9c3,1,Johnson-Davis Skincare Kit,Beauty,3,14.75,0.0,44.25
TXN-e578e9c3,80,Digitized tertiary website,Books,4,38.58,0.0,154.32
TXN-79b209cd,118,Smartphones Plus,Electronics,5,1019.9,0.0,5099.5
TXN-49d6d444,116,Equipment Champion,Sports,1,307.47,0.0,307.47
TXN-6d261ed5,55,DarkOrchid Kids Dress,Clothing,2,45.81,4.58,87.04
TXN-6d261ed5,171,The Hit Apply,Books,1,19.76,1.98,17.78
TXN-6d261ed5,44,Organic Snacks,Food & Beverage,2,78.51,7.85,149.17
TXN-6d261ed5,114,Luxury Skincare,Beauty,3,27.43,16.46,65.83
TXN-d7a9368f,18,Tablets Ultra,Electronics,2,188.17,0.0,376.34
TXN-d7a9368f,171,The Hit Apply,Books,1,19.76,1.98,17.78
TXN-d12b5e50,177,Designer Women Line,Clothing,4,94.52,56.71,321.37
TXN-d12b5e50,78,Polarized uniform solution,Books,2,36.94,0.0,73.88
TXN-d12b5e50,28,Organic Pantry,Food & Beverage,5,3.76,2.82,15.98
TXN-d12b5e50,19,Organic Gourmet,Food & Beverage,2,81.33,0.0,162.66
TXN-d12b5e50,192,Designer Women Line,Clothing,3,108.51,65.11,260.42
TXN-d12b5e50,83,Hunt-Harrison Gourmet Mix,Food & Beverage,5,40.45,40.45,161.8
TXN-d12b5e50,97,Reyes Ltd Organic Mix,Food & Beverage,1,13.51,2.7,10.81
TXN-8359be80,106,Taylor and Sons Smartphones,Electronics,3,1997.24,0.0,5991.72
TXN-8359be80,13,Organic Beverages,Food & Beverage,5,52.25,39.19,222.06
TXN-8359be80,101,Modern Decor Set,Home & Garden,3,1452.95,0.0,4358.85
TXN-8359be80,12,The Among Visit,Books,4,39.59,31.67,126.69
TXN-8359be80,168,Luxury Haircare,Beauty,4,155.13,0.0,620.52
TXN-8359be80,166,Upgradable interactive data-warehouse,Books,4,27.44,0.0,109.76
TXN-8359be80,163,Designer Accessrories Style,Clothing,4,133.45,80.07,453.73
TXN-0bec7d0e,166,Upgradable interactive data-warehouse,Books,5,27.44,27.44,109.76
TXN-0bec7d0e,180,Forbes-Moyer Fragrances Kit,Beauty,5,50.66,50.66,202.64
TXN-0bec7d0e,104,Modern Decor Piece,Home & Garden,4,891.5,178.3,3387.7
TXN-0bec7d0e,25,Torres and Sons Beverages Mix,Food & Beverage,4,42.17,33.74,134.94
TXN-0bec7d0e,62,Khaki Lighting,Home & Garden,5,566.15,0.0,2830.75
TXN-22113124,161,Multi-channeled attitude-oriented synergy,Books,3,42.14,6.32,120.1
TXN-22113124,84,Turner-Reese Gourmet Mix,Food & Beverage,2,12.67,5.07,20.27
TXN-bb09b716,193,Outdoor Champion,Sports,1,261.49,13.07,248.42
TXN-bb09b716,141,Monitored maximized Local Area Network,Books,3,37.33,0.0,111.99
TXN-bb09b716,61,Eaton-Smith Beverages Mix,Food & Beverage,4,69.99,0.0,279.96
TXN-bb09b716,69,Designer Women Line,Clothing,3,90.42,54.25,217.01
TXN-bb09b716,153,Hill-Holden Fragrances Collection,Beauty,3,50.77,0.0,152.31
TXN-bb09b716,169,The Various Picture,Books,3,39.4,11.82,106.38
TXN-63f7310b,110,Accessories Plus,Electronics,2,238.3,0.0,476.6
TXN-63f7310b,177,Designer Women Line,Clothing,2,94.52,28.36,160.68
TXN-63f7310b,50,Modern Outdoor Piece,Home & Garden,4,1091.79,218.36,4148.8
TXN-63f7310b,148,Crimson Furniture,Home & Garden,5,138.5,138.5,554.0
TXN-63f7310b,90,Modern Lighting Set,Home & Garden,2,462.75,138.82,786.68
TXN-63f7310b,75,"Mahoney, Hill and Maxwell Beverages Mix",Food & Beverage,4,34.99,20.99,118.97
TXN-63f7310b,86,Cameras Max,Electronics,4,183.42,36.68,697.0
TXN-63f7310b,191,Bell PLC Tools Essentials,Beauty,1,175.9,0.0,175.9
TXN-63f7310b,14,Pro Fitness Kit,Sports,3,64.82,0.0,194.46
TXN-15bbc0bb,32,Modern Kitchen Piece,Home & Garden,3,1350.49,202.57,3848.9
TXN-15bbc0bb,155,Organic Beverages,Food & Beverage,5,72.05,36.02,324.23
TXN-15bbc0bb,49,LavenderBlush Kitchen,Home & Garden,3,1135.14,170.27,3235.15
TXN-15bbc0bb,60,SandyBrown Kitchen,Home & Garden,5,523.7,0.0,2618.5
TXN-15bbc0bb,187,Fitness Champion,Sports,3,100.54,45.24,256.38
TXN-15bbc0bb,87,Premium Accessories Pro,Electronics,4,374.41,0.0,1497.64
TXN-15bbc0bb,92,Luxury Fragrances,Beauty,3,168.24,0.0,504.72
TXN-15bbc0bb,21,Modern Outdoor Piece,Home & Garden,2,389.71,0.0,779.42
TXN-15bbc0bb,63,LightGoldenRodYellow Decor,Home & Garden,2,198.57,0.0,397.14
TXN-15bbc0bb,102,Modern Decor Set,Home & Garden,1,1483.45,222.52,1260.93
TXN-bef45e8a,35,Hughes-Miller Beverages Mix,Food & Beverage,2,24.62,7.39,41.85
TXN-bef45e8a,34,Outdoor Champion,Sports,4,140.73,0.0,562.92
TXN-bef45e8a,160,PaleTurquoise Lighting,Home & Garden,5,809.55,809.55,3238.2
TXN-bef45e8a,56,"Moon, Farmer and Hill Organic Mix",Food & Beverage,5,85.48,42.74,384.66
TXN-df1885db,150,Luxury Makeup,Beauty,2,191.03,0.0,382.06
TXN-df1885db,156,Fitness Champion,Sports,2,186.84,0.0,373.68
TXN-df1885db,168,Luxury Haircare,Beauty,1,155.13,23.27,131.86
TXN-df1885db,155,Organic Beverages,Food & Beverage,5,72.05,0.0,360.25
TXN-df1885db,192,Designer Women Line,Clothing,3,108.51,0.0,325.53
TXN-8317a524,17,Pro Fitness Gear,Sports,4,131.47,0.0,525.88
TXN-8317a524,96,Miller Group Pantry Mix,Food & Beverage,1,38.48,3.85,34.63
TXN-8317a524,25,Torres and Sons Beverages Mix,Food & Beverage,3,42.17,6.33,120.18
TXN-20c24298,28,Organic Pantry,Food & Beverage,3,3.76,2.26,9.02
TXN-9711d8fe,162,Adams-Lewis Tools Collection,Beauty,1,65.04,6.5,58.54
